locationame,lat,lon,stationid,time,elev,hour_12,hour_24,hour_3,hour_6,min_10,now,rain,latest_2days,latest_3days,attribute,city,city_sn,town,town_sn
北門,23.2695,120.1174,C0X290,2023-05-01T04:50:00+08:00,10.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,北門區,237
北關,24.9090,121.8652,C0U880,2023-05-01T04:50:00+08:00,2.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,宜蘭縣,07,頭城鎮,051
十三股,24.9458,121.6414,L1A820,2023-05-01T04:50:00+08:00,530.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,翡翠水庫,新北市,06,石碇區,040
十字,23.4939,120.7456,C1M640,2023-05-01T04:50:00+08:00,1567.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,阿里山鄉,208
卓清國小,23.2802,121.2639,O1T810,2023-05-01T04:50:00+08:00,203.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第9河川局,花蓮縣,21,卓溪鄉,207
卓溪,23.3461,121.2947,C0Z170,2023-05-01T04:50:00+08:00,216.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,花蓮縣,21,卓溪鄉,207
卓溪國小,23.3476,121.2952,81T900,2023-05-01T04:50:00+08:00,179.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,農委會水土保持局,花蓮縣,21,卓溪鄉,207
卓蘭,24.3143,120.8162,C0E790,2023-05-01T04:50:00+08:00,366.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,卓蘭鎮,109
卓蘭(2),24.3068,120.8050,01E230,2023-05-01T04:50:00+08:00,335.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第3河川局,臺中市,02,東勢區,113
卓麓(4),23.2973,121.2588,01T220,2023-05-01T04:50:00+08:00,207.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,水利署第9河川局,花蓮縣,21,卓溪鄉,207
南仁湖,22.0865,120.8553,C0R760,2023-05-01T04:50:00+08:00,336.00,10.50,11.00,-998.00,-998.00,-998.00,0.00,-998.00,11.00,12.00,局屬無人測站,屏東縣,20,滿州鄉,348
南勢,24.5744,120.7264,C1E601,2023-05-01T04:50:00+08:00,125.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,後龍鎮,091
南勢山,24.4236,120.9156,C1E681,2023-05-01T04:50:00+08:00,977.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,泰安鄉,101
南勢山,24.5898,120.7271,01E310,2023-05-01T04:50:00+08:00,95.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,苗栗縣,11,後龍鎮,091
南化(2),23.0463,120.4713,01N850,2023-05-01T04:50:00+08:00,114.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第6河川局,臺南市,04,南化區,244
南和,22.4363,120.6303,01Q360,2023-05-01T04:50:00+08:00,140.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,屏東縣,20,來義鄉,331
南天池,23.2758,120.9036,C1V190,2023-05-01T04:50:00+08:00,2700.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,桃源區,353
南寮,22.7634,120.2259,C0V860,2023-05-01T04:50:00+08:00,10.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,彌陀區,298
南屯,24.1389,120.6301,C0F9U0,2023-05-01T04:50:00+08:00,74.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,南屯區,129
南山,24.4389,121.3712,01U080,2023-05-01T04:50:00+08:00,1050.00,0.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,3.00,3.00,水利署第1河川局,宜蘭縣,07,大同鄉,081
南山,24.4392,121.3733,C0U720,2023-05-01T04:50:00+08:00,1260.00,0.50,1.50,0.50,0.50,0.00,0.50,0.00,1.50,1.50,局屬無人測站,宜蘭縣,07,大同鄉,081
南州,22.4877,120.4947,C0R580,2023-05-01T04:50:00+08:00,10.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,南州鄉,338
南庄,24.6032,120.9921,C0E430,2023-05-01T04:50:00+08:00,258.00,0.50,0.50,0.50,0.50,0.00,0.50,0.00,1.50,1.50,局屬無人測站,苗栗縣,11,南庄鄉,092
南庄(1),24.5988,120.9922,01E170,2023-05-01T04:50:00+08:00,229.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,水利署第2河川局,苗栗縣,11,南庄鄉,092
南投,23.9132,120.6792,C0I460,2023-05-01T04:50:00+08:00,110.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,南投市,160
南沙島,10.3718,114.3567,469020,2023-05-01T04:50:00+08:00,4.50,46.00,46.00,46.00,46.00,0.50,46.00,32.00,46.00,46.00,中央氣象局,高雄市,99,旗津區,999
南湖,24.4028,120.8294,C1E691,2023-05-01T04:50:00+08:00,786.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,大湖鄉,103
南湖圈谷,24.3655,121.4365,C0F0E0,2023-05-01T04:50:00+08:00,3557.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,和平區,104
南澳,24.4512,121.8020,C0U770,2023-05-01T04:50:00+08:00,5.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,1.50,局屬無人測站,宜蘭縣,07,南澳鄉,093
南田,22.2919,120.8819,C0S840,2023-05-01T04:50:00+08:00,22.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,達仁鄉,337
南礦,24.5403,120.9947,C1E670,2023-05-01T04:50:00+08:00,1209.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,苗栗縣,11,南庄鄉,092
南美山,23.1521,121.3743,C1S870,2023-05-01T04:50:00+08:00,222.00,0.50,1.50,-998.00,-998.00,-998.00,0.00,-998.00,1.50,3.00,局屬無人測站,臺東縣,22,成功鎮,258
南豐,24.0191,121.0805,88H890,2023-05-01T04:50:00+08:00,791.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,南投縣,13,仁愛鄉,122
南鵝,22.7680,121.0163,01S560,2023-05-01T04:50:00+08:00,180.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,水利署第8河川局,臺東縣,22,卑南鄉,289
博嘉國小,25.0040,121.5671,A1AA90,2023-05-01T04:50:00+08:00,53.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,北市府水利處,臺北市,01,文山區,356
卡奈托灣,23.7561,121.0797,C1I140,2023-05-01T04:50:00+08:00,1700.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,信義鄉,175
口湖,23.5871,120.1724,C1K540,2023-05-01T04:50:00+08:00,15.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,雲林縣,16,口湖鄉,201
口湖工作站,23.5917,120.1723,12J990,2023-05-01T04:50:00+08:00,10.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,雲林縣,16,口湖鄉,201
口社,22.7719,120.6372,C1R110,2023-05-01T04:50:00+08:00,110.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,三地門鄉,291
古亭坑,22.8945,120.3965,01P280,2023-05-01T04:50:00+08:00,80.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第6河川局,高雄市,05,田寮區,284
古亭坑,22.8950,120.3939,C0V370,2023-05-01T04:50:00+08:00,74.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,田寮區,284
古坑,23.6353,120.5443,A2K570,2023-05-01T04:50:00+08:00,90.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,雲林縣,16,古坑鄉,196
古夏,22.7680,120.6364,01Q610,2023-05-01T04:50:00+08:00,144.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,屏東縣,20,三地門鄉,291
台東(7),22.7553,121.1506,01S610,2023-05-01T04:50:00+08:00,31.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,1.00,水利署第8河川局,臺東縣,22,臺東市,297
合歡山,24.1448,121.2641,C0H9C0,2023-05-01T04:50:00+08:00,3402.00,1.50,1.50,0.00,0.50,0.00,0.50,0.00,1.50,1.50,局屬無人測站,南投縣,13,仁愛鄉,122
合歡山,24.1450,121.2761,A0Z080,2023-05-01T04:50:00+08:00,3171.00,2.50,2.50,-998.00,-998.00,-998.00,0.00,-998.00,2.50,2.50,中央氣象局,花蓮縣,21,秀林鄉,108
吉安光華,23.9327,121.5870,C0Z150,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,23.00,局屬無人測站,花蓮縣,21,吉安鄉,154
吉東,22.8560,120.5373,C1V570,2023-05-01T04:50:00+08:00,82.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,美濃區,282
吉林國小,24.9877,121.8793,O1AH30,2023-05-01T04:50:00+08:00,174.00,0.00,11.00,-998.00,-998.00,-998.00,0.00,-998.00,20.00,40.00,水利署第1河川局,新北市,06,貢寮區,027
吉貝,23.7417,119.5960,A0W080,2023-05-01T04:50:00+08:00,3.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,澎湖縣,23,白沙鄉,198
名間,23.8388,120.6933,C0I410,2023-05-01T04:50:00+08:00,180.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,名間鄉,173
后里,24.3121,120.7215,C0F9L0,2023-05-01T04:50:00+08:00,253.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,后里區,111
向陽,23.2500,120.9781,C0S750,2023-05-01T04:50:00+08:00,2280.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,海端鄉,240
向陽(2),23.2497,120.9778,01S470,2023-05-01T04:50:00+08:00,2362.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第8河川局,臺東縣,22,海端鄉,240
和中,24.2686,121.7329,C0T9D0,2023-05-01T04:50:00+08:00,7.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,1.00,32.00,局屬無人測站,花蓮縣,21,秀林鄉,108
和中,24.2726,121.7336,88T830,2023-05-01T04:50:00+08:00,21.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,1.00,33.00,農委會水土保持局,花蓮縣,21,秀林鄉,108
和平,24.3090,121.7619,C0Z230,2023-05-01T04:50:00+08:00,31.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.50,-999.00,局屬無人測站,花蓮縣,21,秀林鄉,108
和平林道,24.3457,121.6481,C0Z220,2023-05-01T04:50:00+08:00,589.00,0.00,2.50,-998.00,-998.00,-998.00,0.00,-998.00,6.50,12.00,局屬無人測站,花蓮縣,21,秀林鄉,108
和社,23.5925,120.8808,C1I070,2023-05-01T04:50:00+08:00,825.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,信義鄉,175
和興,24.5298,120.9049,01E370,2023-05-01T04:50:00+08:00,203.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,苗栗縣,11,獅潭鄉,095
和雅,23.7021,120.7589,81H880,2023-05-01T04:50:00+08:00,1080.00,0.50,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,農委會水土保持局,南投縣,13,鹿谷鄉,183
員山,24.7461,121.7143,C0U990,2023-05-01T04:50:00+08:00,31.00,0.00,2.50,-998.00,-998.00,-998.00,0.00,-998.00,4.00,5.50,局屬無人測站,宜蘭縣,07,員山鄉,074
員林,23.9483,120.5775,C0G650,2023-05-01T04:50:00+08:00,34.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,員林市,156
善化,23.1144,120.2894,C0O900,2023-05-01T04:50:00+08:00,9.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,善化區,255
嘉義,23.4977,120.4248,467480,2023-05-01T04:50:00+08:00,26.90,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,嘉義市,09,西區,219
嘉義分場,23.4186,120.2749,72M700,2023-05-01T04:50:00+08:00,14.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,嘉義縣,17,鹿草鄉,226
嘉義市東區,23.4594,120.4524,C0M730,2023-05-01T04:50:00+08:00,40.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義市,09,東區,217
嘉義梅山,23.5871,120.5475,C0M770,2023-05-01T04:50:00+08:00,164.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,梅山鄉,210
嘉義農試,23.4868,120.4657,G2L020,2023-05-01T04:50:00+08:00,79.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,嘉義市,09,東區,217
嘎拉賀,24.6333,121.4000,21C090,2023-05-01T04:50:00+08:00,1260.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.50,石門水庫,桃園市,08,復興區,067
四十份,24.9358,121.5850,C1A9N0,2023-05-01T04:50:00+08:00,435.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,1.50,1.50,局屬無人測站,新北市,06,新店區,050
四堵,24.8944,121.7375,C0A540,2023-05-01T04:50:00+08:00,401.00,0.00,1.50,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.50,局屬無人測站,新北市,06,坪林區,053
四季,24.4902,121.4180,01U780,2023-05-01T04:50:00+08:00,804.00,1.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.00,水利署第1河川局,宜蘭縣,07,大同鄉,081
四林格山,22.0788,120.7944,C0R750,2023-05-01T04:50:00+08:00,551.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,屏東縣,20,牡丹鄉,347
四湖,23.6311,120.2172,C0K280,2023-05-01T04:50:00+08:00,23.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,雲林縣,16,四湖鄉,195
四湖植物園,23.6787,120.1553,E2K600,2023-05-01T04:50:00+08:00,11.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,雲林縣,16,四湖鄉,195
四獸山,25.0311,121.5747,A1AG40,2023-05-01T04:50:00+08:00,315.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,北市府大地工程處,臺北市,01,信義區,038
四草,23.0253,120.1036,C0N030,2023-05-01T04:50:00+08:00,2.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,安南區,265
國一N013K,25.0685,121.6199,CAA010,2023-05-01T04:50:00+08:00,39.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新北市,06,汐止區,014
國一N039K,25.0661,121.3756,C1AI60,2023-05-01T04:50:00+08:00,181.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新北市,06,泰山區,030
國一N077K,24.8868,121.0807,CAD020,2023-05-01T04:50:00+08:00,172.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新竹縣,10,湖口鄉,059
國一N094K,24.7995,121.0007,CAD050,2023-05-01T04:50:00+08:00,75.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新竹市,15,東區,070
國一N128K,24.5628,120.8360,C1E900,2023-05-01T04:50:00+08:00,80.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,頭屋鄉,094
國一N142K,24.4549,120.7750,CAE010,2023-05-01T04:50:00+08:00,266.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,苗栗縣,11,銅鑼鄉,100
國一N174K,24.2067,120.6470,CAF010,2023-05-01T04:50:00+08:00,150.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺中市,02,西屯區,125
國一N198K,24.0656,120.5149,CAG010,2023-05-01T04:50:00+08:00,28.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,彰化縣,14,彰化市,142
國一N234K,23.7481,120.4598,CAJ020,2023-05-01T04:50:00+08:00,50.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,雲林縣,16,西螺鎮,182
國一N250K,23.6120,120.4287,CAL010,2023-05-01T04:50:00+08:00,46.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,嘉義縣,17,大林鎮,202
國一N268K,23.4626,120.3677,CAL030,2023-05-01T04:50:00+08:00,39.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,嘉義縣,17,水上鄉,223
國一N273K,23.4184,120.3469,CAL040,2023-05-01T04:50:00+08:00,39.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,嘉義縣,17,水上鄉,223
國一N288K,23.3078,120.2819,CAN010,2023-05-01T04:50:00+08:00,34.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺南市,04,新營區,235
國一N316K,23.0748,120.2449,CAN030,2023-05-01T04:50:00+08:00,21.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺南市,04,新市區,263
國一N323K,23.0136,120.2413,CAN040,2023-05-01T04:50:00+08:00,33.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺南市,04,永康區,268
國一N335K,22.8993,120.2618,CAN050,2023-05-01T04:50:00+08:00,34.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺南市,04,仁德區,279
國一N351K,22.7676,120.3208,CAP030,2023-05-01T04:50:00+08:00,37.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,高雄市,05,橋頭區,299
國一N361K,22.6823,120.3206,CAP040,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,高雄市,05,仁武區,306
國一S001K,25.1176,121.7204,CAB010,2023-05-01T04:50:00+08:00,49.00,0.00,4.00,-998.00,-998.00,-998.00,0.00,-998.00,9.50,12.00,局屬合作測站,基隆市,03,安樂區,008
國一S006K,25.0887,121.6787,CAB020,2023-05-01T04:50:00+08:00,52.00,0.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,5.50,6.00,局屬合作測站,基隆市,03,七堵區,012
國一S026K,25.0782,121.4882,CAA020,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新北市,06,三重區,025
國一S072K,24.8976,121.1260,CAC010,2023-05-01T04:50:00+08:00,214.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,桃園市,08,楊梅區,056
國一S082K,24.8784,121.0385,CAD030,2023-05-01T04:50:00+08:00,137.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新竹縣,10,湖口鄉,059
國一S088K,24.8462,121.0132,CAD040,2023-05-01T04:50:00+08:00,48.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新竹縣,10,竹北市,064
國一S098K,24.7624,120.9829,CAD060,2023-05-01T04:50:00+08:00,75.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新竹縣,10,寶山鄉,076
國一S105K,24.7281,120.9324,CAD010,2023-05-01T04:50:00+08:00,36.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新竹縣,10,寶山鄉,076
國一S123K,24.5977,120.8525,CAE030,2023-05-01T04:50:00+08:00,76.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,苗栗縣,11,頭屋鄉,094
國一S132K,24.5263,120.8126,CAE040,2023-05-01T04:50:00+08:00,97.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,苗栗縣,11,公館鄉,099
國一S152K,24.3773,120.7410,CAE050,2023-05-01T04:50:00+08:00,339.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,苗栗縣,11,三義鄉,106
國一S162K,24.2973,120.6878,CAF020,2023-05-01T04:50:00+08:00,209.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺中市,02,后里區,111
國一S169K,24.2389,120.6801,CAF030,2023-05-01T04:50:00+08:00,195.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺中市,02,神岡區,114
國一S188K,24.1203,120.5776,CAF040,2023-05-01T04:50:00+08:00,54.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺中市,02,大肚區,127
國一S207K,23.9901,120.4999,CAG030,2023-05-01T04:50:00+08:00,33.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,彰化縣,14,大村鄉,153
國一S218K,23.8924,120.4851,C1G9D0,2023-05-01T04:50:00+08:00,30.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,埤頭鄉,165
國一S262K,23.5141,120.3949,CAL020,2023-05-01T04:50:00+08:00,43.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,嘉義縣,17,民雄鄉,213
國一S306K,23.1546,120.2225,CAN020,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺南市,04,麻豆區,247
國一S342K,22.8473,120.2869,CAP010,2023-05-01T04:50:00+08:00,31.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,高雄市,05,路竹區,288
國一S346K,22.8140,120.3061,CAP020,2023-05-01T04:50:00+08:00,24.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,高雄市,05,岡山區,294
國一五楊N44K,25.0656,121.3328,C0C690,2023-05-01T04:50:00+08:00,242.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,桃園市,08,龜山區,034
國三N002K,25.1476,121.7135,CAB050,2023-05-01T04:50:00+08:00,79.00,0.00,2.50,-998.00,-998.00,-998.00,0.00,-998.00,11.00,16.50,局屬合作測站,基隆市,03,中山區,010
國三N016K,25.0360,121.6114,C1AI50,2023-05-01T04:50:00+08:00,64.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.50,1.50,局屬合作測站,臺北市,01,南港區,035
國三N046K,24.9526,121.3876,CAA070,2023-05-01T04:50:00+08:00,54.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新北市,06,樹林區,046
